ID,q11a_1_i,public,responseid,q0_i,finished,device_phone,TIMING,startdate,enddate,duration_min,durationinseconds,recordeddate,studentprofiletime,studentprofile_min,essaytime,essaytime_min,qduration_essay_min,otheroutcomestime,otheroutcomestime_min,FACTORS,vignette,vignette_n,student_name,father_mail,essay,sex_female,ses_high,spanish,essay_good,essay_cc_high,allpassed,behaviour_good,OUTCOMES,grade_essay,grade_essay_good,grade_essay_bad,repit,expect,psupport,RESPONDENT_VARIABLES,q9_i,q10_1,age,q11b_1_i,q12_i,q13_i,q14_i,q15_i,RESPONDENT_ATTITUDES,q16_1,q16_2,q16_3,q16_4,MANIPULATION_CHECKS,q4_i,q5_i,q6_i,q7_i,q8_i,q8b_i,MANIPULATION_RIGHT_WRONG,sex_signal,migrant_signal,SES_signal,failed_signal,behaviour_signal,cc_signal,signals
,3,0,"R_cMz1Ue5pbEAlSEx",1,"TRUE",1,,"1/5/23 14:08","1/5/23 14:21",12.9,774,"1/5/23 14:21",55.665,.92775,161.256,2.6876,3,84.29,1.404833,,60,15,4,4,6,0,0,0,1,0,0,0,,9.5,9.5,,1,8,4,,2,2000,1,5,1,1,1,1,,2,3,1,4,,2,5,5,3,3,2,,1,1,1,1,1,1,1
,17,0,"R_1zylActq6fFFshb",1,"TRUE",1,,"22/5/23 09:50","22/5/23 09:55",4.966667,298,"22/5/23 09:55",5.165,.0860833,34.912,.5818666,1,66.597,1.10995,,60,15,4,4,6,0,0,0,1,0,0,0,,10,10,,7,10,4,,2,2001,1,2,1,1,1,1,,2,3,1,4,,2,5,4,4,3,1,,1,1,0,0,1,2,3
,21,0,"R_1pYdRjOJwCvc7HU",1,"TRUE",1,,"4/5/23 05:40","4/5/23 05:50",10.11667,607,"4/5/23 05:50",62.234,1.037233,174.723,2.91205,3,77.706,1.2951,,60,15,4,4,6,0,0,0,1,0,0,0,,6,6,,2.2,6,5,,1,1971,2,4,2,1,1,1,,3,2,1,4,,2,5,5,3,3,2,,1,1,1,1,1,1,1
,6,1,"R_1NrWO3MQsg83nVW",1,"TRUE",1,,"19/4/23 11:13","19/4/23 11:33",20.48333,1229,"19/4/23 11:33",61.487,1.024783,232.233,3.87055,3,136.162,2.269367,,60,15,4,4,6,0,0,0,1,0,0,0,,8,8,,0,10,8,,2,1992,2,3,2,1,2,2,,1,3,2,4,,2,1,5,3,3,2,,1,0,1,1,1,1,3
,6,1,"R_1rljgw5v6HJJUss",1,"TRUE",0,,"20/4/23 23:28","20/4/23 23:40",11.93333,716,"20/4/23 23:40",116.198,1.936633,229.849,3.830817,3,104.4,1.74,,60,15,4,4,6,0,0,0,1,0,0,0,,9.5,9.5,,.2,3,6,,2,1984,2,5,1,2,1,1,,1,3,2,4,,2,5,5,4,3,2,,1,1,1,0,1,1,3
,6,1,"R_3eaUyAhV9lWrjC9",1,"TRUE",0,,"20/4/23 01:56","20/4/23 02:06",9.2,552,"20/4/23 02:06",38.927,.6487833,149.806,2.496767,2,47.6,.7933333,,60,15,4,4,6,0,0,0,1,0,0,0,,6.5,6.5,,2,7,2,,1,1990,2,1,1,2,1,1,,2,3,1,4,,2,1,3,3,3,2,,1,0,2,1,1,1,3
,6,1,"R_Y5qdKzs7oIzyJ6V",1,"TRUE",1,,"19/4/23 07:00","19/4/23 07:06",5.383333,323,"19/4/23 07:06",33.825,.56375,79.961,1.332683,1,31.996,.5332667,,60,15,4,4,6,0,0,0,1,0,0,0,,8.6,8.6,,2.5,2,1,,2,2000,1,4,1,1,1,1,,1,2,3,4,,2,5,5,3,3,1,,1,1,1,1,1,2,3
,8,0,"R_30ko2D9gcwcJPyS",1,"TRUE",0,,"15/5/23 05:59","15/5/23 06:04",4.933333,296,"15/5/23 06:04",23.915,.3985834,55.513,.9252167,1,37.162,.6193666,,60,15,4,4,6,0,0,0,1,0,0,0,,7.5,7.5,,.1,9,10,,1,1995,2,1,2,2,1,1,,2,3,1,4,,2,5,3,4,2,3,,1,1,2,0,0,0,3
,22,0,"R_uyNgLumwuSQJVx7",1,"TRUE",1,,"2/5/23 06:25","2/5/23 06:31",5.783333,347,"2/5/23 06:31",14.076,.2346,107.733,1.79555,2,47.702,.7950333,,60,15,4,4,6,0,0,0,1,0,0,0,,8.7,8.7,,3.5,5.7,5,,1,2001,1,4,1,2,1,1,,2,1,3,4,,1,5,5,3,3,1,,0,1,1,1,1,2,3
,21,0,"R_3qpuuT1wiSR4L4f",1,"TRUE",0,,"6/5/23 02:23","6/5/23 02:32",8.9,534,"6/5/23 02:32",50.041,.8340167,115.479,1.92465,2,156.749,2.612483,,60,15,4,4,6,0,0,0,1,0,0,0,,10,10,,1.6,7.5,1,,2,2001,1,3,2,1,1,1,,3,2,1,4,,2,5,5,3,3,2,,1,1,1,1,1,1,1
,6,1,"R_3G824Zr1ohQzZYa",1,"TRUE",0,,"19/4/23 09:05","19/4/23 09:17",12.58333,755,"19/4/23 09:17",69.191,1.153183,300.087,5.00145,3,82.875,1.38125,,60,15,4,4,6,0,0,0,1,0,0,0,,10,10,,.4,7,1,,2,1983,2,2,1,1,1,1,,3,2,1,4,,2,5,5,3,3,2,,1,1,1,1,1,1,1
,6,1,"R_2V3DLR9nqwGw0hu",1,"TRUE",0,,"20/4/23 03:36","20/4/23 03:43",7.783333,467,"20/4/23 03:43",49.001,.8166834,126.797,2.113283,2,51.935,.8655834,,61,15,4,4,4,0,0,0,0,1,1,0,,4,,4,8.1,4.1,5,,2,1977,2,2,2,2,1,1,,2,3,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,7,0,"R_31nEyIHfDdWjaDX",1,"TRUE",0,,"16/5/23 16:04","16/5/23 16:17",13.01667,781,"16/5/23 16:17",58.115,.9685833,225.264,3.7544,3,141.581,2.359683,,61,15,4,4,4,0,0,0,0,1,1,0,,6,,6,2,4.5,2,,1,2003,1,2,1,1,1,1,,3,2,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_1JLX8XxrOaNQU8D",1,"TRUE",0,,"19/4/23 09:00","19/4/23 09:07",7.033333,422,"19/4/23 09:07",38.898,.6483,112.647,1.87745,2,50.147,.8357833,,61,15,4,4,4,0,0,0,0,1,1,0,,7,,7,.2,4,5,,1,1990,2,3,2,2,1,1,,3,1,2,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_3KBHU74ASyIhxGo",1,"TRUE",1,,"19/4/23 11:46","19/4/23 12:00",14.26667,856,"19/4/23 12:00",73.792,1.229867,311.011,5.183517,3,91.999,1.533317,,61,15,4,4,4,0,0,0,0,1,1,0,,4.7,,4.7,5.1,2,5,,2,1985,2,2,1,2,1,2,,2,3,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_2SeIImiSyDQ8ZoS",1,"TRUE",0,,"21/4/23 09:03","21/4/23 09:10",6.05,363,"21/4/23 09:10",86.807,1.446783,48.61,.8101667,1,33.147,.55245,,61,15,4,4,4,0,0,0,0,1,1,0,,8.5,,8.5,8.5,8.5,6,,1,1984,2,3,2,1,1,1,,2,3,1,4,,2,5,5,4,3,2,,1,1,1,1,1,0,3
,3,0,"R_30qPGuzYXm6PtU4",1,"TRUE",1,,"10/5/23 01:18","10/5/23 01:30",12.08333,725,"10/5/23 01:30",58.497,.97495,139.61,2.326833,2,69.125,1.152083,,61,15,4,4,4,0,0,0,0,1,1,0,,6.6,,6.6,7,7,4,,2,2001,1,3,2,2,1,1,,2,3,1,4,,2,5,3,4,3,3,,1,1,2,1,1,1,3
,8,0,"R_1pRkKGkgUbLBP0E",1,"TRUE",0,,"27/5/23 02:39","27/5/23 03:11",32.4,1944,"27/5/23 03:11",69.774,1.1629,,,,119.764,1.996067,,61,15,4,4,4,0,0,0,0,1,1,0,,2.9,,2.9,8.8,9,1,,1,2004,1,1,1,1,1,1,,2,3,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,16,0,"R_1E5OB08HVuSd5EB",1,"TRUE",0,,"10/5/23 09:09","10/5/23 09:15",6.216667,373,"10/5/23 09:15",31.834,.5305666,105.365,1.756083,2,51.9,.865,,61,15,4,4,4,0,0,0,0,1,1,0,,8.1,,8.1,6.1,5.1,1,,2,1986,2,5,2,2,1,1,,3,2,1,4,,2,5,5,5,3,3,,1,1,1,2,1,1,3
,12,0,"R_x6gwVVBZWMKxpGp",1,"TRUE",0,,"3/5/23 11:13","3/5/23 11:24",10.81667,649,"3/5/23 11:24",28.802,.4800333,267.082,4.451367,3,61.321,1.022017,,61,15,4,4,4,0,0,0,0,1,1,0,,6.5,,6.5,5,8.1,3,,1,2002,1,3,1,2,1,1,,1,3,2,4,,1,5,2,5,3,1,,0,1,0,2,1,2,3
,6,1,"R_1FRRaUHwEOuiukG",1,"TRUE",0,,"24/4/23 10:40","24/4/23 10:59",18.45,1107,"24/4/23 10:59",23.591,.3931833,377.922,6.2987,3,189.48,3.158,,61,15,4,4,4,0,0,0,0,1,1,0,,5,,5,8.6,2.5,7,,2,1994,2,3,1,2,1,1,,2,3,1,4,,2,5,5,5,3,3,,1,1,1,2,1,1,3
,6,1,"R_3r2NU46L5DfJfeD",1,"TRUE",0,,"19/4/23 09:45","19/4/23 09:57",11.15,669,"19/4/23 09:57",65.997,1.09995,160.644,2.6774,3,58.399,.9733166,,61,15,4,4,4,0,0,0,0,1,1,0,,5,,5,7,5,4,,2,1991,2,3,2,1,1,1,,3,2,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,14,0,"R_2cvnlzOLhBA6yYc",1,"TRUE",1,,"10/5/23 05:09","10/5/23 05:16",6.966667,418,"10/5/23 05:16",72.1,1.201667,84.368,1.406133,1,65.026,1.083767,,61,15,4,4,4,0,0,0,0,1,1,0,,4,,4,6,10,1,,1,1979,2,2,1,2,1,1,,2,3,1,4,,2,5,5,4,3,2,,1,1,1,1,1,0,3
,22,0,"R_3qpWzfKWoLx29gI",1,"TRUE",0,,"3/5/23 03:14","3/5/23 03:23",9.333333,560,"3/5/23 03:23",67.109,1.118483,154.451,2.574183,3,69.947,1.165783,,61,15,4,4,4,0,0,0,0,1,1,0,,7.3,,7.3,1.5,8.7,5,,2,2001,1,4,1,2,1,1,,2,3,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_1BYibpIAtiEDWdj",1,"TRUE",1,,"19/4/23 12:59","19/4/23 13:08",8.85,531,"19/4/23 13:08",73.372,1.222867,168.102,2.8017,3,65.304,1.0884,,61,15,4,4,4,0,0,0,0,1,1,0,,7.2,,7.2,8,9,6,,2,1997,2,1,1,2,2,2,,2,3,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,8,0,"R_2YoiZnniHU1FFRg",1,"TRUE",1,,"11/5/23 04:13","11/5/23 04:51",38.56667,2314,"11/5/23 04:51",57.308,.9551333,559.367,9.322783,3,30.462,.5077,,61,15,4,4,4,0,0,0,0,1,1,0,,7.5,,7.5,3.3,4.4,3,,2,2001,1,4,1,2,1,1,,3,1,2,4,,2,5,5,4,3,2,,1,1,1,1,1,0,3
,3,0,"R_1Q47cy05nPSdRbQ",1,"TRUE",0,,"2/5/23 03:56","2/5/23 04:03",6.35,381,"2/5/23 04:03",23.003,.3833833,108.38,1.806333,2,45.785,.7630833,,62,8,4,4,4,0,0,0,0,1,0,0,,6.5,,6.5,6,4.5,6,,2,2001,1,4,1,1,1,1,,2,3,1,4,,2,5,5,3,3,3,,1,1,1,1,1,1,1
,15,0,"R_xtIcGVOhJl4ZG1z",1,"TRUE",0,,"31/5/23 11:58","31/5/23 12:06",8.116667,487,"31/5/23 12:06",64.485,1.07475,132.031,2.200517,2,48.284,.8047333,,62,8,4,4,4,0,0,0,0,1,0,0,,7.1,,7.1,9,10,6,,1,2004,1,1,1,2,1,1,,3,1,2,4,,2,5,5,3,3,3,,1,1,1,1,1,1,1
,8,0,"R_3HnmpAaLo0c44iz",1,"TRUE",1,,"12/5/23 04:39","12/5/23 04:46",7.45,447,"12/5/23 04:46",31.271,.5211833,98.738,1.645633,1,61.91,1.031833,,62,8,4,4,4,0,0,0,0,1,0,0,,7.9,,7.9,0,10,10,,2,2003,1,2,1,1,1,2,,4,2,1,3,,2,1,5,3,3,3,,1,0,1,1,1,1,3
,6,1,"R_10P0lUPlsHPoqeS",1,"TRUE",0,,"19/4/23 09:52","19/4/23 09:58",6.716667,403,"19/4/23 09:58",27,.45,105.603,1.76005,2,54.265,.9044167,,62,8,4,4,4,0,0,0,0,1,0,0,,8,,8,.1,8,5,,1,2003,1,2,1,1,1,1,,2,3,1,4,,2,5,5,3,3,3,,1,1,1,1,1,1,1
,17,0,"R_3dH8pDsAT41EsKs",1,"TRUE",1,,"21/5/23 11:29","21/5/23 11:36",6.6,396,"21/5/23 11:36",8.477,.1412833,111.001,1.850017,2,88.516,1.475267,,62,8,4,4,4,0,0,0,0,1,0,0,,7,,7,5,5,4,,2,2003,1,2,1,1,1,1,,3,2,1,4,,2,5,5,3,3,1,,1,1,1,1,1,2,3
,3,0,"R_2t3YdifhRm3FPcv",1,"TRUE",0,,"2/5/23 10:36","2/5/23 10:43",7.183333,431,"2/5/23 10:43",68.721,1.14535,122.823,2.04705,2,47.872,.7978667,,62,8,4,4,4,0,0,0,0,1,0,0,,8.5,,8.5,.5,10,8,,2,2002,1,3,1,1,1,2,,4,1,2,3,,2,5,5,3,3,3,,1,1,1,1,1,1,1
,18,1,"R_2RNVL777NU4vEWV",1,"TRUE",0,,"24/4/23 23:12","24/4/23 23:21",8.683333,521,"24/4/23 23:21",18.19,.3031667,219.526,3.658767,3,66.895,1.114917,,62,8,4,4,4,0,0,0,0,1,0,0,,6.5,,6.5,3,5,8,,2,1998,1,4,1,2,1,1,,2,3,1,4,,1,5,5,3,3,3,,0,1,1,1,1,1,3
,17,0,"R_30c6kbgle1Z7gD1",1,"TRUE",0,,"22/5/23 09:53","22/5/23 10:03",10.3,618,"22/5/23 10:03",3.089,.0514833,243.425,4.057084,3,127.614,2.1269,,62,8,4,4,4,0,0,0,0,1,0,0,,5,,5,8.1,3,1,,2,2003,1,2,1,2,1,1,,2,3,1,4,,2,5,3,5,3,1,,1,1,2,2,1,2,3
,8,0,"R_2B4A6wV70qdDbFw",1,"TRUE",1,,"11/5/23 06:40","11/5/23 06:48",7.4,444,"11/5/23 06:48",18.727,.3121167,70.884,1.1814,1,33.822,.5637,,63,10,4,4,2,0,0,0,0,0,1,0,,5,,5,5.5,4,4,,1,1999,1,4,1,2,1,1,,2,3,1,4,,2,5,3,3,2,2,,1,1,2,0,0,1,3
,11,0,"R_3kgFMiLsxk7Zzb3",1,"TRUE",0,,"9/5/23 06:44","9/5/23 07:07",23.01667,1381,"9/5/23 07:07",57.997,.9666167,158.897,2.648283,3,787.043,13.11738,,63,10,4,4,2,0,0,0,0,0,1,0,,6.4,,6.4,0,10,3,,2,2000,1,3,2,2,2,2,,2,3,1,4,,2,1,5,5,3,2,,1,0,1,2,1,1,3
,22,0,"R_2YqTXP5k5NhedTP",1,"TRUE",0,,"4/5/23 11:46","4/5/23 11:52",5.8,348,"4/5/23 11:52",35.643,.59405,97.265,1.621083,1,33.603,.56005,,63,10,4,4,2,0,0,0,0,0,1,0,,5,,5,6.1,4.1,2,,2,2001,1,4,1,2,1,1,,3,2,4,1,,1,5,5,4,3,2,,0,1,1,1,1,1,3
,17,0,"R_2OUcckG9Flq2TfC",1,"TRUE",1,,"19/5/23 12:36","19/5/23 12:47",10.38333,623,"19/5/23 12:47",47.047,.7841167,171.804,2.8634,3,67.87,1.131167,,63,10,4,4,2,0,0,0,0,0,1,0,,5.5,,5.5,5,5,3,,2,2003,1,1,1,2,1,2,,2,3,1,4,,2,3,5,4,3,2,,1,2,1,1,1,1,3
,12,0,"R_3n3hECAEMWpWNVK",1,"TRUE",1,,"8/5/23 03:49","8/5/23 03:56",6.983333,419,"8/5/23 03:56",66.458,1.107633,89.434,1.490567,1,40.586,.6764333,,63,10,4,4,2,0,0,0,0,0,1,0,,5,,5,5.5,5,3,,2,2004,1,1,1,2,1,1,,3,2,1,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,17,0,"R_3kzbT9hLumOPEGY",1,"TRUE",0,,"23/5/23 08:43","23/5/23 08:52",8.966666,538,"23/5/23 08:52",45.954,.7659,61.667,1.027783,1,72.864,1.2144,,63,10,4,4,2,0,0,0,0,0,1,0,,5.5,,5.5,5,8,1,,1,2002,1,3,1,2,1,1,,2,3,1,4,,2,5,3,5,3,1,,1,1,2,2,1,2,3
,8,0,"R_33kAecw0tYoWx0m",1,"TRUE",0,,"12/5/23 06:22","12/5/23 06:37",15.26667,916,"12/5/23 06:37",14.603,.2433833,269.498,4.491633,3,114.117,1.90195,,63,10,4,4,2,0,0,0,0,0,1,0,,3,,3,10,0,0,,1,1993,2,2,1,1,1,1,,3,1,2,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,7,0,"R_1oArOzAQ8DcnPjW",1,"TRUE",1,,"16/5/23 08:24","16/5/23 08:29",5.233333,314,"16/5/23 08:29",34.41,.5735,84.742,1.412367,1,63.638,1.060633,,63,10,4,4,2,0,0,0,0,0,1,0,,7.5,,7.5,0,7,7,,2,2001,1,4,1,1,1,1,,3,1,2,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,6,1,"R_2OIHgZdSD6i5bqi",1,"TRUE",0,,"21/4/23 03:25","21/4/23 03:32",7.283333,437,"21/4/23 03:32",44.371,.7395166,78.301,1.305017,1,79.925,1.332083,,63,10,4,4,2,0,0,0,0,0,1,0,,6.3,,6.3,4.3,3,1,,1,1982,2,3,1,2,1,1,,3,2,1,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,8,0,"R_20S5Ivn3lMSMM5x",1,"TRUE",1,,"11/5/23 08:22","11/5/23 08:29",7.166667,430,"11/5/23 08:29",33.811,.5635167,132.891,2.21485,2,72.78,1.213,,63,10,4,4,2,0,0,0,0,0,1,0,,6,,6,.4,9,4,,1,2000,1,1,1,1,1,1,,4,2,1,3,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,6,1,"R_3JgfJjMZx0iWxB0",1,"TRUE",0,,"19/4/23 08:13","19/4/23 08:25",12.21667,733,"19/4/23 08:26",72.82,1.213667,181.538,3.025633,3,89.476,1.491267,,64,13,4,4,2,0,0,0,0,0,0,0,,5,,5,8.5,5,4,,2,1980,2,5,1,2,1,1,,2,3,1,4,,2,5,5,3,1,2,,1,1,1,1,2,1,3
,17,0,"R_2PzeP5Nmo0soGOJ",1,"TRUE",0,,"22/5/23 02:36","22/5/23 02:42",6.566667,394,"22/5/23 02:42",22.635,.37725,67.517,1.125283,1,44.801,.7466833,,64,13,4,4,2,0,0,0,0,0,0,0,,7,,7,6.5,4,3,,1,2002,1,3,1,1,1,2,,2,3,1,4,,2,5,5,5,3,1,,1,1,1,2,1,2,3
,6,1,"R_3FQFJlwinwdCxnR",1,"TRUE",1,,"1/5/23 03:19","1/5/23 03:26",7.233333,434,"1/5/23 03:26",25.152,.4192,117.473,1.957883,2,55.444,.9240667,,64,13,4,4,2,0,0,0,0,0,0,0,,5.8,,5.8,7.5,4.5,2,,1,1994,2,2,1,2,1,1,,2,3,1,4,,2,5,5,3,3,2,,1,1,1,1,1,1,1
,17,0,"R_2dirugUnFAW2yEY",1,"TRUE",0,,"22/5/23 02:34","22/5/23 02:43",8.983334,539,"22/5/23 02:43",36.425,.6070833,134.019,2.23365,2,84.321,1.40535,,64,13,4,4,2,0,0,0,0,0,0,0,,6,,6,5,5,3,,1,1995,2,4,2,1,1,1,,2,3,1,4,,2,5,5,3,3,2,,1,1,1,1,1,1,1
,22,0,"R_1oceF6gStL24wrw",1,"TRUE",1,,"22/4/23 17:13","22/4/23 17:19",5.65,339,"22/4/23 17:19",13.165,.2194167,58.433,.9738833,1,47.412,.7902,,64,13,4,4,2,0,0,0,0,0,0,0,,5.3,,5.3,.6,4.9,2,,2,1981,2,1,1,2,1,1,,2,3,1,4,,2,5,3,3,3,1,,1,1,2,1,1,2,3
,18,1,"R_rlj9Vdq7vKPfCb7",1,"TRUE",1,,"24/4/23 10:35","24/4/23 10:45",10.81667,649,"24/4/23 10:45",39.758,.6626333,282.958,4.715967,3,63.709,1.061817,,64,13,4,4,2,0,0,0,0,0,0,0,,4.6,,4.6,4.1,6,2,,2,2000,1,5,1,1,1,1,,2,3,1,4,,2,5,5,3,3,2,,1,1,1,1,1,1,1
,6,1,"R_2uPOQBbe0S8PQiK",1,"TRUE",0,,"20/4/23 03:09","20/4/23 03:11",2.666667,160,"20/4/23 03:11",5.943,.09905,6.27,.1045,1,5.368,.0894667,,64,13,4,4,2,0,0,0,0,0,0,0,,8.1,,8.1,7,7.2,10,,1,1988,2,4,2,1,1,1,,4,2,3,1,,2,5,5,5,3,3,,1,1,1,2,1,0,3
,6,1,"R_3j73wweApap7KG4",1,"TRUE",0,,"20/4/23 08:36","20/4/23 08:43",6.833333,410,"20/4/23 08:43",78.428,1.307133,107.474,1.791233,2,44.643,.74405,,64,13,4,4,2,0,0,0,0,0,0,0,,6.2,,6.2,1,7,2,,1,1984,2,4,2,2,1,1,,3,2,1,4,,2,5,3,3,3,2,,1,1,2,1,1,1,3
,20,0,"R_1kXN5UrCXrDVICu",1,"TRUE",1,,"24/5/23 02:14","24/5/23 02:24",10.51667,631,"24/5/23 02:24",54.24,.904,166.201,2.770017,3,108.101,1.801683,,64,13,4,4,2,0,0,0,0,0,0,0,,4,,4,7.1,5.1,4,,2,2002,1,1,1,2,1,1,,2,3,1,4,,2,5,5,3,3,2,,1,1,1,1,1,1,1
,17,0,"R_2b1NUQ2oBr6p7T3",1,"TRUE",0,,"22/5/23 02:33","22/5/23 02:41",7.383333,443,"22/5/23 02:41",9.068,.1511333,135.792,2.2632,2,43.232,.7205333,,64,13,4,4,2,0,0,0,0,0,0,0,,8.1,,8.1,.3,9,5,,1,2002,1,3,1,2,1,1,,2,3,1,4,,2,5,3,4,1,1,,1,1,2,0,2,2,3
,17,0,"R_21EZ5JNSPDw6sXb",1,"TRUE",1,,"19/5/23 03:49","19/5/23 03:56",7.283333,437,"19/5/23 03:56",58.417,.9736167,124.028,2.067133,2,49.446,.8241,,64,13,4,4,2,0,0,0,0,0,0,0,,6.5,,6.5,2,7,3,,2,2003,1,2,1,2,1,1,,3,2,1,4,,2,5,3,3,3,2,,1,1,2,1,1,1,3
,21,0,"R_1JL44kkdY7qEfHl",1,"TRUE",1,,"4/5/23 05:59","4/5/23 06:04",5.65,339,"4/5/23 06:04",21.431,.3571833,79.385,1.323083,1,63.182,1.053033,,64,13,4,4,2,0,0,0,0,0,0,0,,4.5,,4.5,4,3,4,,2,1997,2,4,1,2,1,1,,2,3,1,4,,2,4,3,3,3,2,,1,0,2,1,1,1,3
,6,1,"R_wSjbHoWron6VIDD",1,"TRUE",0,,"19/4/23 14:56","19/4/23 15:12",16.75,1005,"19/4/23 15:12",130.9,2.181667,400.689,6.67815,3,85.159,1.419317,,64,13,4,4,2,0,0,0,0,0,0,0,,4,,4,8,6,4,,2,1983,2,2,1,2,1,1,,3,2,1,4,,2,5,5,3,3,2,,1,1,1,1,1,1,1
,13,0,"R_2D0mketsv9YXvFg",1,"TRUE",1,,"16/5/23 04:10","16/5/23 04:20",9.366667,562,"16/5/23 04:20",49.823,.8303834,134.099,2.234983,2,72.676,1.211267,,65,12,2,1,7,1,1,1,1,1,1,1,,9.5,9.5,,0,10,8,,2,2003,1,2,1,2,1,1,,2,3,1,4,,1,1,4,4,2,3,,1,1,1,1,1,1,1
,18,1,"R_2zr9zZc4JZRlDzY",1,"TRUE",0,,"30/4/23 10:23","30/4/23 10:39",16.23333,974,"30/4/23 10:39",556.078,9.267966,139.677,2.32795,2,42.966,.7161,,65,12,2,1,7,1,1,1,1,1,1,1,,10,10,,0,9,9,,2,1997,2,4,1,2,1,1,,3,2,1,4,,1,1,4,4,2,3,,1,1,1,1,1,1,1
,12,0,"R_2xKvhu4EIobWoVF",1,"TRUE",0,,"3/5/23 05:05","3/5/23 05:11",5.483333,329,"3/5/23 05:11",52.075,.8679167,97.011,1.61685,1,36.587,.6097834,,65,12,2,1,7,1,1,1,1,1,1,1,,10,10,,0,10,10,,2,2002,1,3,1,2,1,1,,2,3,1,4,,1,1,4,4,2,3,,1,1,1,1,1,1,1
,6,1,"R_30bIhU1adlO8VFn",1,"TRUE",1,,"19/4/23 08:18","19/4/23 08:22",4.45,267,"19/4/23 08:22",19.272,.3212,70.053,1.16755,1,60.573,1.00955,,65,12,2,1,7,1,1,1,1,1,1,1,,9.5,9.5,,.1,10,9,,1,1990,2,4,1,2,1,1,,2,3,1,4,,1,1,4,4,2,3,,1,1,1,1,1,1,1
,20,0,"R_5dKCRiyVt7eDS4F",1,"TRUE",1,,"16/5/23 08:44","16/5/23 08:49",4.916667,295,"16/5/23 08:49",13.129,.2188167,51.207,.85345,1,41.422,.6903667,,65,12,2,1,7,1,1,1,1,1,1,1,,8.5,8.5,,0,8.7,9,,2,2004,1,1,1,2,1,1,,3,2,1,4,,1,3,4,4,2,3,,1,2,1,1,1,1,3
,6,1,"R_12l6HvjIYVxExiH",1,"TRUE",1,,"19/4/23 23:26","19/4/23 23:42",16.58333,995,"19/4/23 23:42",21.675,.36125,96.822,1.6137,1,35.527,.5921167,,65,12,2,1,7,1,1,1,1,1,1,1,,10,10,,0,10,10,,2,1997,2,4,1,2,1,1,,1,3,2,4,,1,1,4,4,2,3,,1,1,1,1,1,1,1
,6,1,"R_rrtur3lO07ePL1v",1,"TRUE",1,,"20/4/23 00:25","20/4/23 00:31",5.916667,355,"20/4/23 00:31",31.002,.5167,85.398,1.4233,1,29.5,.4916667,,65,12,2,1,7,1,1,1,1,1,1,1,,9.6,9.6,,.4,9.3,9,,2,1981,2,4,2,2,1,1,,3,2,1,4,,1,1,4,4,2,3,,1,1,1,1,1,1,1
,14,0,"R_1ouPkOQApbBRMQy",1,"TRUE",1,,"10/5/23 05:44","10/5/23 05:56",11.95,717,"10/5/23 05:56",52.609,.8768167,284.486,4.741433,3,98.45,1.640833,,65,12,2,1,7,1,1,1,1,1,1,1,,9.5,9.5,,0,10,8,,1,2000,1,4,2,2,1,1,,2,3,1,4,,1,1,4,4,2,3,,1,1,1,1,1,1,1
,17,0,"R_2WPxqEydDaUJ1dq",1,"TRUE",0,,"22/5/23 09:50","22/5/23 09:56",6.116667,367,"22/5/23 09:56",45.533,.7588834,112.395,1.87325,2,20.301,.33835,,65,12,2,1,7,1,1,1,1,1,1,1,,9,9,,0,10,8,,2,2003,1,2,1,2,1,1,,2,3,1,4,,1,1,4,4,2,3,,1,1,1,1,1,1,1
,21,0,"R_1djkxqdk3efPnCu",1,"TRUE",1,,"4/5/23 14:25","4/5/23 14:32",7.45,447,"4/5/23 14:32",40.733,.6788834,100.706,1.678433,1,49.204,.8200666,,65,12,2,1,7,1,1,1,1,1,1,1,,10,10,,0,10,10,,1,2000,1,4,2,1,1,1,,3,1,2,4,,1,1,4,4,2,3,,1,1,1,1,1,1,1
,10,0,"R_2yqIjJS4mNVUpp1",1,"TRUE",1,,"26/4/23 08:27","26/4/23 08:44",16.81667,1009,"26/4/23 08:44",52.819,.8803167,290.844,4.8474,3,97.601,1.626683,,65,12,2,1,7,1,1,1,1,1,1,1,,9.2,9.2,,0,9,9,,1,1972,2,2,1,1,1,2,,2,3,1,4,,1,1,4,4,2,3,,1,1,1,1,1,1,1
